cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,source
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364,D1
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396,D1
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881,D1
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584,D1
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168,D1
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073,D1
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995,D1
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824,D1
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556,D1
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372,D1
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.500339839999995,D1
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564,D1
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606,D1
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764,D1
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308,D1
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592,D1
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,42.69924868,D1
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448,D1
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048,D1
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,29.93015316,D1
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276,D1
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312,D1
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796,D1
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828,D1
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468,D1
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812,D1
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464,D1
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112,D1
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576,D1
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308,D1
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328,D1
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.570066839999996,D1
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208,D1
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036,D1
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644,D1
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28.0,31.2677366,D1
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56.0,43.49904084,D1
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100.0,48.67011084,D1
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748,D1
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14.0,23.5111316,D1
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28.0,31.11605188,D1
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728,D1
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384,D1
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3.0,22.50449664,D1
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14.0,34.67374804,D1
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088,D1
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564,D1
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028,D1
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456,D1
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667,D1
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28.0,48.28400428,D1
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352,D1
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100.0,55.6407132,D1
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128,D1
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236,D1
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28.0,39.94134468,D1
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416,D1
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848,D1
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324,D1
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888,D1
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348,D1
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,44.14025352,D1
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208,D1
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,15.36152528,D1
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016,D1
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624,D1
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.030456959999995,D1
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978,D1
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684,D1
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784,D1
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364,D1
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172,D1
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784,D1
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112,D1
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548,D1
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974,D1
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524,D1
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784,D1
